// ********************************************
#	[   0]
	MinGroup:	0
	MaxGroup:	0
	Leader:		Capitao_Amon
	Follower:	Capitao_Amon
	RouteType:	2
	Formation:	0
	StartX:		3643
	StartY:		2933
	StartRange:	3
	StartWait:	9
	Segment1X:	3643
	Segment1Y:	2933
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3643
	Segment2Y:	2933
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3643
	DestY:		2933
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4020]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3661
	StartY:		2823
	StartRange:	3
	StartWait:	9
	Segment1X:	3661
	Segment1Y:	2823
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3661
	Segment2Y:	2823
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3661
	DestY:		2823
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4021]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3649
	StartY:		2818
	StartRange:	3
	StartWait:	9
	Segment1X:	3649
	Segment1Y:	2818
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3649
	Segment2Y:	2818
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3649
	DestY:		2818
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4022]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3645
	StartY:		2804
	StartRange:	3
	StartWait:	9
	Segment1X:	3645
	Segment1Y:	2804
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3645
	Segment2Y:	2804
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3645
	DestY:		2804
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4023]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3651
	StartY:		2829
	StartRange:	3
	StartWait:	9
	Segment1X:	3651
	Segment1Y:	2829
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3651
	Segment2Y:	2829
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3651
	DestY:		2829
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4024]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3635
	StartY:		2823
	StartRange:	3
	StartWait:	9
	Segment1X:	3635
	Segment1Y:	2823
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3635
	Segment2Y:	2823
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3635
	DestY:		2823
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4025]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3627
	StartY:		2805
	StartRange:	3
	StartWait:	9
	Segment1X:	3627
	Segment1Y:	2805
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3627
	Segment2Y:	2805
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3627
	DestY:		2805
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4026]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3661
	StartY:		2713
	StartRange:	3
	StartWait:	9
	Segment1X:	3661
	Segment1Y:	2713
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3661
	Segment2Y:	2713
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3661
	DestY:		2713
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4027]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3654
	StartY:		2728
	StartRange:	3
	StartWait:	9
	Segment1X:	3654
	Segment1Y:	2728
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3654
	Segment2Y:	2728
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3654
	DestY:		2728
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4028]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3675
	StartY:		2740
	StartRange:	3
	StartWait:	9
	Segment1X:	3675
	Segment1Y:	2740
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3675
	Segment2Y:	2740
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3675
	DestY:		2740
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4029]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3676
	StartY:		2727
	StartRange:	3
	StartWait:	9
	Segment1X:	3676
	Segment1Y:	2727
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3676
	Segment2Y:	2727
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3676
	DestY:		2727
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4030]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3644
	StartY:		2735
	StartRange:	3
	StartWait:	9
	Segment1X:	3644
	Segment1Y:	2735
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3644
	Segment2Y:	2735
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3644
	DestY:		2735
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4031]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3641
	StartY:		2728
	StartRange:	3
	StartWait:	9
	Segment1X:	3641
	Segment1Y:	2728
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3641
	Segment2Y:	2728
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3641
	DestY:		2728
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4032]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3644
	StartY:		2720
	StartRange:	3
	StartWait:	9
	Segment1X:	3644
	Segment1Y:	2720
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3644
	Segment2Y:	2720
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3644
	DestY:		2720
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4033]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Mulher_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3615
	StartY:		2728
	StartRange:	3
	StartWait:	9
	Segment1X:	3615
	Segment1Y:	2728
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3615
	Segment2Y:	2728
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3615
	DestY:		2728
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4034]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3642
	StartY:		2805
	StartRange:	3
	StartWait:	9
	DestX:		3642
	DestY:		2805
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4035]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3660
	StartY:		2823
	StartRange:	3
	StartWait:	9
	DestX:		3660
	DestY:		2823
	DestRange:	3
	DestWait:	10


// Gelo - DESATIVADO
// ********************************************
#	[4036]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3624
	StartY:		2824
	StartRange:	3
	StartWait:	9
	DestX:		3624
	DestY:		2824
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4037]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3660
	StartY:		2739
	StartRange:	3
	StartWait:	9
	DestX:		3660
	DestY:		2739
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4038]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3663
	StartY:		2728
	StartRange:	3
	StartWait:	9
	DestX:		3663
	DestY:		2728
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4039]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3671
	StartY:		2726
	StartRange:	3
	StartWait:	9
	DestX:		3671
	DestY:		2726
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4040]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3676
	StartY:		2714
	StartRange:	1
	StartWait:	9
	DestX:		3676
	DestY:		2714
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4041]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3674
	StartY:		2728
	StartRange:	1
	StartWait:	9
	DestX:		3674
	DestY:		2728
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4042]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Homem_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3661
	StartY:		2879
	StartRange:	1
	StartWait:	9
	DestX:		3661
	DestY:		2879
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4043]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Homem_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3640
	StartY:		2878
	StartRange:	1
	StartWait:	9
	DestX:		3640
	DestY:		2878
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4044]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Homem_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3640
	StartY:		2907
	StartRange:	1
	StartWait:	9
	DestX:		3640
	DestY:		2907
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4045]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Homem_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3612
	StartY:		2878
	StartRange:	1
	StartWait:	9
	DestX:		3612
	DestY:		2878
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4046]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Homem_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3660
	StartY:		2878
	StartRange:	1
	StartWait:	9
	DestX:		3660
	DestY:		2878
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4047]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3623
	StartY:		2853
	StartRange:	1
	StartWait:	9
	DestX:		3623
	DestY:		2853
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4048]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mulher_Kalintz
	Follower:	Mulher_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3656
	StartY:		2848
	StartRange:	1
	StartWait:	9
	DestX:		3653
	DestY:		2848
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4049]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Homem_Kalintz
	Follower:	Homem_Kalintz
	RouteType:	2
	Formation:	0
	StartX:		3623
	StartY:		2910
	StartRange:	1
	StartWait:	9
	DestX:		3623
	DestY:		2910
	DestRange:	1
	DestWait:	10


// Gelo
// ********************************************
#	[4050]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Templario_Amald
	Follower:	Templario_Amald
	RouteType:	2
	Formation:	0
	StartX:		3650
	StartY:		2771
	StartRange:	3
	StartWait:	9
	DestX:		3650
	DestY:		2771
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4051]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Templario_Amald
	Follower:	Templario_Amald
	RouteType:	2
	Formation:	0
	StartX:		3672
	StartY:		2765
	StartRange:	3
	StartWait:	9
	DestX:		3672
	DestY:		2765
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4052]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Templario_Amald
	Follower:	Templario_Amald
	RouteType:	2
	Formation:	0
	StartX:		3664
	StartY:		2772
	StartRange:	3
	StartWait:	9
	DestX:		3664
	DestY:		2772
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4053]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Templario_Amald
	Follower:	Templario_Amald
	RouteType:	2
	Formation:	0
	StartX:		3646
	StartY:		2764
	StartRange:	3
	StartWait:	9
	DestX:		3646
	DestY:		2764
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4054]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mago_Amald
	Follower:	Mago_Amald
	RouteType:	2
	Formation:	0
	StartX:		3658
	StartY:		2767
	StartRange:	3
	StartWait:	9
	DestX:		3658
	DestY:		2767
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4055]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mago_Amald
	Follower:	Mago_Amald
	RouteType:	2
	Formation:	0
	StartX:		3652
	StartY:		2771
	StartRange:	3
	StartWait:	9
	DestX:		3652
	DestY:		2771
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4056]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mago_Amald
	Follower:	Mago_Amald
	RouteType:	2
	Formation:	0
	StartX:		3644
	StartY:		2768
	StartRange:	3
	StartWait:	9
	DestX:		3644
	DestY:		2768
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4057]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mago_Amald
	Follower:	Mago_Amald
	RouteType:	2
	Formation:	0
	StartX:		3664
	StartY:		2773
	StartRange:	3
	StartWait:	9
	DestX:		3664
	DestY:		2773
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4058]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Mago_Amald
	Follower:	Mago_Amald
	RouteType:	2
	Formation:	0
	StartX:		3674
	StartY:		2765
	StartRange:	3
	StartWait:	9
	DestX:		3674
	DestY:		2765
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4059]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Shama_Amald
	Follower:	Shama_Amald
	RouteType:	2
	Formation:	0
	StartX:		3658
	StartY:		2770
	StartRange:	3
	StartWait:	9
	DestX:		3658
	DestY:		2770
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4060]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Shama_Amald
	Follower:	Shama_Amald
	RouteType:	2
	Formation:	0
	StartX:		3672
	StartY:		2765
	StartRange:	3
	StartWait:	9
	DestX:		3672
	DestY:		2765
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4061]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Shama_Amald
	Follower:	Shama_Amald
	RouteType:	2
	Formation:	0
	StartX:		3670
	StartY:		2775
	StartRange:	3
	StartWait:	9
	DestX:		3670
	DestY:		2775
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4062]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Shama_Amald
	Follower:	Shama_Amald
	RouteType:	2
	Formation:	0
	StartX:		3651
	StartY:		2763
	StartRange:	3
	StartWait:	9
	DestX:		3651
	DestY:		2763
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4063]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Shama_Amald
	Follower:	Shama_Amald
	RouteType:	2
	Formation:	0
	StartX:		3652
	StartY:		2775
	StartRange:	3
	StartWait:	9
	DestX:		3652
	DestY:		2775
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4064]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Ranger_Amald
	Follower:	Ranger_Amald
	RouteType:	2
	Formation:	0
	StartX:		3671
	StartY:		2772
	StartRange:	3
	StartWait:	9
	DestX:		3671
	DestY:		2772
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4065]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Ranger_Amald
	Follower:	Ranger_Amald
	RouteType:	2
	Formation:	0
	StartX:		3664
	StartY:		2765
	StartRange:	3
	StartWait:	9
	DestX:		3664
	DestY:		2765
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4066]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Ranger_Amald
	Follower:	Ranger_Amald
	RouteType:	2
	Formation:	0
	StartX:		3657
	StartY:		2771
	StartRange:	3
	StartWait:	9
	DestX:		3657
	DestY:		2771
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4067]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Ranger_Amald
	Follower:	Ranger_Amald
	RouteType:	2
	Formation:	0
	StartX:		3645
	StartY:		2769
	StartRange:	3
	StartWait:	9
	DestX:		3645
	DestY:		2769
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4068]
	MinuteGenerate:	6
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Ranger_Amald
	Follower:	Ranger_Amald
	RouteType:	2
	Formation:	0
	StartX:		3653
	StartY:		2763
	StartRange:	3
	StartWait:	9
	DestX:		3653
	DestY:		2763
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4069]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Guarda_Beriel
	Follower:	Guarda_Beriel
	RouteType:	2
	Formation:	0
	StartX:		3826
	StartY:		2888
	StartRange:	3
	StartWait:	9
	Segment1X:	3826
	Segment1Y:	2888
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3826
	Segment2Y:	2888
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3826
	DestY:		2888
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4070]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Guarda_Beriel
	Follower:	Guarda_Beriel
	RouteType:	2
	Formation:	0
	StartX:		3810
	StartY:		2887
	StartRange:	3
	StartWait:	9
	Segment1X:	3811
	Segment1Y:	2882
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3817
	Segment2Y:	2891
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3807
	DestY:		2889
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4071]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Guarda_Beriel
	Follower:	Guarda_Beriel
	RouteType:	2
	Formation:	0
	StartX:		3827
	StartY:		2870
	StartRange:	3
	StartWait:	9
	Segment1X:	3827
	Segment1Y:	2870
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3827
	Segment2Y:	2870
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3827
	DestY:		2870
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4072]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Guarda_Beriel
	Follower:	Guarda_Beriel
	RouteType:	2
	Formation:	0
	StartX:		3812
	StartY:		2870
	StartRange:	3
	StartWait:	9
	Segment1X:	3812
	Segment1Y:	2870
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3812
	Segment2Y:	2870
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3808
	DestY:		2872
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4073]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Berserker_Ref
	Follower:	Berserker_Ref
	RouteType:	2
	Formation:	0
	StartX:		3825
	StartY:		2845
	StartRange:	3
	StartWait:	9
	Segment1X:	3825
	Segment1Y:	2845
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3825
	Segment2Y:	2845
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3825
	DestY:		2845
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4074]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Berserker_Ref
	Follower:	Berserker_Ref
	RouteType:	2
	Formation:	0
	StartX:		3817
	StartY:		2846
	StartRange:	3
	StartWait:	9
	Segment1X:	3817
	Segment1Y:	2846
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3817
	Segment2Y:	2846
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3817
	DestY:		2846
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4075]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Berserker_Ref
	Follower:	Berserker_Ref
	RouteType:	2
	Formation:	0
	StartX:		3815
	StartY:		2841
	StartRange:	3
	StartWait:	9
	Segment1X:	3815
	Segment1Y:	2841
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3815
	Segment2Y:	2841
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3815
	DestY:		2841
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4076]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Berserker_Ref
	Follower:	Berserker_Ref
	RouteType:	2
	Formation:	0
	StartX:		3816
	StartY:		2849
	StartRange:	3
	StartWait:	9
	Segment1X:	3816
	Segment1Y:	2849
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3816
	Segment2Y:	2849
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3816
	DestY:		2849
	DestRange:	3
	DestWait:	10


// Gelo (BOSS)
// ********************************************
#	[4077]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Sombra_Negra
	Follower:	Sombra_Negra
	RouteType:	1
	Formation:	0
	StartX:		3817
	StartY:		2880
	StartRange:	3
	StartWait:	5
	DestX:		3818
	DestY:		2880
	DestRange:	3
	DestWait:	5


// Gelo (BOSS2)
// ********************************************
#	[4078]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Verid
	Follower:	Verid
	RouteType:	1
	Formation:	0
	StartX:		3667
	StartY:		2773
	StartRange:	0
	StartWait:	9
	Segment1X:	3658
	Segment1Y:	2764
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3671
	Segment2Y:	2763
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3650
	DestY:		2774
	DestRange:	3
	DestWait:	10


// Gelo (BOSS2)
// ********************************************
#	[4079]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Verid
	Follower:	Verid
	RouteType:	1
	Formation:	0
	StartX:		3660
	StartY:		2765
	StartRange:	0
	StartWait:	9
	Segment1X:	3665
	Segment1Y:	2771
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	3657
	Segment2Y:	2775
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		3654
	DestY:		2766
	DestRange:	3
	DestWait:	10


// Gelo
// ********************************************
#	[4080]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Rosen
	Follower:	Valquiria_Rosen
	RouteType:	2
	Formation:	0
	StartX:		3826
	StartY:		2906
	StartRange:	4
	StartWait:	9
	DestX:		3826
	DestY:		2906
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4081]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
